image_id,image_name,coco_supercategs,coco_categs,coco_areas,coco_captions
427729,427729.jpg,"['animal', 'animal', 'animal']","['cow', 'cow', 'cow']","[39571.71215, 1616.8904500000008, 36840.135050000026]","['Three brown cows grazing in field with trees in background.', 'Two brown cows grazing in a grassy field', 'Several large, brown cows are in a field of brown grass.', 'Some red cattle in the middle of a field grazing ', 'Three cows grazing together in an open pasture']"
428605,428605.jpg,"['outdoor', 'person']","['fire hydrant', 'person']","[71437.64579999997, 356.1160500000002]","['A fire hydrant in the park is rusted and old', 'A water hydrant on a field with grass', 'A fire hydrant sits in the middle of the grass', 'A red and white fire hydrant on a field of grass.', 'a red and white fire hydrogn in a grassy field']"
428691,428691.jpg,"['vehicle', 'person']","['boat', 'person']","[6380.70745, 313.2724500000002]","['The lonely lighthouse serves as protection for ocean goers.', 'A boat travelling along the coast with a lighthouse.', 'A small boat is traveling towards the lighthouse', 'There is a boat headed to the jetty with the lighthouse.', 'A small white boat traveling towards a white light house.']"
428726,428726.jpg,"['sports', 'person']","['baseball glove', 'person']","[792.6768, 25474.1149]","['A baseball player is getting ready to pitch the ball.', 'A baseball pitcher with his leg lifted on the mound.', ""Pitcher preparing to pitch ball standing on pitcher's mound."", 'Pitcher in a baseball game winding up for a pitch.', 'A baseball pitcher winding up for a pitch. ']"
429887,429887.jpg,"['indoor', 'indoor']","['clock', 'clock']","[20171.2871, 19684.75475]","['this is a clock attached to a brick wall', 'A clock that is on the side of a building.', 'A large beautiful clock attached  to a building', 'A clock tower on the front of a building with a sun dial.', 'a building with some really big and fancy clocks on the side of it']"
429902,429902.jpg,['vehicle'],['boat'],[3309.415049999999],"['A boat on a body of water with trees in the background.', 'A small boat in a water body and some big rocks', 'A boat is sailing through the water near large boulders.', 'A rocky river with trees growing on each side.', 'a boat that is floating on a body of water.']"
430850,430850.jpg,['indoor'],['vase'],[19486.544950000003],"['Yellow floral arrangement with green leaves in vase on small table.', 'a close up of a vase with flowers on a table', 'A close shot of some flowers in the vase. ', 'A bunch of yellow flowers sitting in a vase on a table.', 'Yellow flowers are placed in a vase on a marble table.']"
431764,431764.jpg,"['vehicle', 'vehicle', 'person', 'person']","['train', 'train', 'person', 'person']","[10464.765899999997, 7780.004999999999, 80.72779999999997, 48.05515000000004]","['The two trains are parked side by side one another on the railroad tracks. ', 'There are two trains next to each at a train station.', 'These trains are riding on a railroad track next to each other.', 'Yellow trains pass near a rural train station.', 'A couple of yellow trains parked next to each other near a station.']"
431825,431825.jpg,"['animal', 'animal', 'animal']","['giraffe', 'giraffe', 'giraffe']","[57429.56734999999, 6616.670549999999, 10466.148700000002]","['a very large giraffe that is bent over a fence', 'A giraffe leaning over a fence, eating the grass.', 'three giraffes looking over a fence in wooden place', 'Three giraffes are leaning over a fence to eat the tree leaves.', 'Three giraffe eat while standing over a wooden fence. ']"
433019,433019.jpg,['furniture'],['toilet'],[10386.716150000006],"['A bathroom with a bathtub, toilet, and other items. ', 'This half of the bathroom has a shower and a toilet', 'A small bathroom with a toilet, bathtub and shower curtain.', 'A bathroom that has a  toilet and tub.', 'A bathroom has a tub, and toilet, and a tiled floor.']"
433021,433021.jpg,['outdoor'],['stop sign'],[30142.601700000003],"['These signs denote the streets in front of a stadium', 'A street sign is at the intersection of titans way and victory avenue.', 'Two street signs on top of a stop sign.', 'Two street signs in front of a large building.', ""An external photo of the Texas Titans' football stadium""]"
433657,433657.jpg,"['animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal']","['sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'cow', 'sheep', 'cow', 'sheep', 'cow', 'cow', 'sheep']","[889.4341500000007, 331.54605000000026, 1002.4251499999997, 660.6823500000007, 1051.1831999999995, 1211.2569999999994, 720.4084499999996, 783.4904999999997, 634.8338, 289.96215000000035, 354.58439999999996, 394.06705000000073, 644.6546499999993, 593.7970500000001, 483.8091000000002, 287.1326500000005, 696.4307000000001, 400.2720499999998, 439.2288499999997, 10412]","['The large herd of cows are all around the large field.', 'A herd of goats grazing in a grassy field', 'A herd of sheep and cattle standing on a lush green hillside.', 'A field of animals grazing in the open. ', 'Many sheep are comfortably grazing in the field.']"
434069,434069.jpg,"['electronic', 'electronic', 'accessory', 'accessory', 'accessory', 'accessory', 'accessory', 'accessory', 'accessory', 'accessory', 'accessory', 'accessory', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'vehicle', 'person', 'person', 'accessory', 'electronic', 'accessory', 'person']","['cell phone', 'cell phone', 'backpack', 'backpack', 'backpack', 'handbag', 'handbag', 'handbag', 'handbag', 'handbag', 'handbag', 'handbag', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'car', 'person', 'person', 'umbrella', 'cell phone', 'handbag', 'person']","[28.854100000000013, 144.87195000000017, 152.8995000000006, 111.55420000000078, 449.9750999999999, 1521.57725, 1090.4635500000006, 661.9194499999994, 78.06070000000068, 587.0884999999994, 421.77670000000023, 281.58165000000037, 9087.625800000002, 8168.19465, 7269.37365, 8270.118199999997, 12886.4831, 5703.32765, 658.0703500000013, 6272.4882999999945, 4895.6922, 925.8695500000007, 224.71639999999977, 916.6108499999995, 719.3638500000002, 4727.94485, 489.7965000000004, 23.905350000000162, 391.28279999999955, 6825]","['People standing on a sidewalk in front of a crosswalk.', 'Group of people standing on the side of a busy city street. ', 'A group of people are getting ready to cross in a crosswalk', 'A beautiful woman holding a brown purse standing in front of a cross walk.', 'Several people who are waiting to cross a street.']"
435902,435902.jpg,"['animal', 'animal', 'animal', 'animal']","['giraffe', 'giraffe', 'giraffe', 'giraffe']","[1795.8446000000001, 1100.1521, 407.7520999999995, 294.92825000000005]","['A group of giraffe standing next to each other on a dry grass field.', 'The giraffes are grazing on the grasslands. ', 'A small heard of giraffes are walking through the terrain.', 'A young giraffe in a vast grassy field with larger giraffes in the distance.', 'Several giraffe walking on a tall grassy field.']"
436578,436578.jpg,['animal'],['bear'],[8451.56405],"['a bear in the middle of a road', 'One black bear eating some road kill from the middle of the street.', 'a bear smelling something in the middle of a street ', 'a bear that is standing in the middle of the road', 'Bear sniffing something in the middle of the road.']"
437516,437516.jpg,"['sports', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'electronic', 'electronic', 'person', 'person']","['skateboard', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'cell phone', 'cell phone', 'person', 'person']","[2284.69995, 34989.75294999998, 3602.8426000000013, 2755.4636000000005, 1307.1081000000004, 1542.7123500000002, 2347.8675000000003, 2693.2853499999987, 606.2882999999999, 2013.7015500000014, 1918.2644000000005, 2841.47, 676.6570000000003, 111.83515000000016, 81.58950000000029, 2297.3153500000003, 13006]","['a man on a skateboard rides his skateboard down the railing of a stairway', 'A person skating on railing of stairs at public place.', 'A man riding a skateboard down a rail.', 'a man riding down a hand rail with a skateboard', 'A guy doing a trick on his skateboard as he slides down a rail.']"
437967,437967.jpg,"['food', 'food', 'kitchen', 'food', 'food', 'food', 'food', 'food', 'food', 'furniture']","['broccoli', 'broccoli', 'bowl', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'dining table']","[5878.306799999999, 6674.5689, 34913.720049999996, 3920.0256999999997, 7189.330999999997, 1457.8717500000002, 5238.0299499999965, 3824.3620500000006, 3410.093600000001, 263566.67689999996]","['A plate of food with chicken and vegetables. ', 'A white plate topped with broccoli and chicken.', 'A square white plate is holding a vegetable heavy entree.', 'A plate of food with chicken, vegetables and peppers on it. ', 'A white plate of food on a dining table.']"
438154,438154.jpg,"['animal', 'person']","['cow', 'person']","[112033.19434999999, 95980.51905]","['A woman is knelled over and milking a cow.', 'A beautiful woman milking a cow into a metal bowl.', 'a woman is milking a cow for her milk.', 'the woman is wearing a blue shirt and milking a cow', 'A woman is milking a cow into a metal pail.']"
438751,438751.jpg,"['animal', 'vehicle']","['dog', 'truck']","[13081.988849999998, 171750.0713]","['A dog is looking out of the open window of the truck.', 'the dog is looking out of the window of the truck ', 'A dog hanging out the side of a car door window.', 'This is a picture of a dog enjoying his car ride.', 'A dog sitting in a truck with his head out of the window.']"
439241,439241.jpg,"['furniture', 'appliance', 'indoor', 'kitchen']","['toilet', 'sink', 'hair drier', 'bottle']","[15853.973350000004, 4666.4301000000005, 331.3585, 112.7492999999999]","['A bathroom with a white toilet next to a sink.', 'elegant bathroom with a toilet, sink, and mirror. ', 'A tiled bathroom is shown in blue and light orange.', 'a yellow bathroom with blue tiles a toilet lights a mirror and towels', 'A residential bathroom with black tile and pink curtains.']"
440334,440334.jpg,"['food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food']","['banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana']","[13326.951000000001, 3098.72575, 9562.20975, 2718.2086999999988, 11413.9973, 3893.168150000001, 9158.686399999999, 3949.3937999999985, 11050.070800000001, 9371.947200000004, 1751.53705, 7143.199449999999, 10850.389999999998, 198295]","['Bananas are set out on a fruit display.', 'The wall shelf is filled with bananas at the peak of freshness.', 'a bunch of bananas near by with nothing else in frame', 'A fruit stand with several rows of bananas.', 'A pile of ripe bananas sitting next to each other.']"
440792,440792.jpg,['indoor'],['clock'],[25277.054900000003],"['A clock in front of an abstract design.', 'a clock in the center of a tiled star pattern', 'A clock mounted to an orange and blue wall.', 'A clock on a busy brown and white background.', 'A clock on a brightly colored and patterned tile wall.']"
441172,441172.jpg,"['accessory', 'person', 'person', 'outdoor', 'outdoor', 'accessory', 'person', 'outdoor', 'outdoor']","['umbrella', 'person', 'person', 'traffic light', 'traffic light', 'handbag', 'person', 'traffic light', 'traffic light']","[780.9228999999999, 2299.8099999999986, 990.2631499999998, 84.63754999999958, 231.46489999999986, 62.55435000000021, 88.90705, 63.072449999999904, 33.507000000000076]","['A person sitting against a wall as another walks by with an umbrella.', 'A woman walking down a tunnel next to a man.', 'A person is walking by someone sitting in a tunnel.', 'Woman with an umbrella walking down the sidewalk', 'a woman walking down a sidewalk while holding an umbrella ']"
442489,442489.jpg,"['furniture', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'food', 'food', 'food', 'food', 'food']","['dining table', 'spoon', 'bowl', 'bowl', 'bottle', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli']","[98849.42075000002, 2674.368800000003, 22095.943049999998, 92969.141, 5090.7613, 520.7067999999999, 758.851, 441.52304999999996, 647.0478999999997, 4130.956249999999]","['A bowl of soup is garnished with bacon.', 'A BOWL OF SOUP THAT IS SITTING ON THE TABLE ', 'A spoon rests in a bowl of soup.', 'A black bowl of soup on a green tray', 'A blue bowl filled with soup and a metal spoon.']"
442666,442666.jpg,"['electronic', 'person']","['cell phone', 'person']","[2294.2267999999976, 115240.79175]","['this is a woman using her cell phone', 'A woman talking on a cell phone and looking into the distance', 'A woman with large eyebrows is talking on her cell phone.', 'a girl wearing a scarf using her cell phone', 'a close up of a person talking on a cell phone ']"
443377,443377.jpg,"['vehicle', 'person']","['train', 'person']","[46193.69065, 699.1164]","['A commuter train driving down the rail road tracks.', 'A yellow train is on tracks near a cluster of trees.', 'Yellow train on the tracks running parallel to the trees.', 'A yellow and red train drives down train tracks.', 'A yellow train is traveling down the railroad tracks. ']"
443575,443575.jpg,"['furniture', 'electronic', 'electronic', 'indoor', 'furniture', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor']","['potted plant', 'keyboard', 'tv', 'book', 'chair', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'vase', 'book', 'book']","[4181.317150000005, 938.0429000000001, 18851.601350000004, 448.22989999999976, 11159.629700000001, 611.5664999999997, 468.7704000000001, 341.0941000000001, 501.7434499999998, 584.7133, 518.6754000000004, 34.37199999999977, 811.3028499999992, 888.4456499999998, 240.39840000000018, 672.8668499999998, 278.52859999999987, 6534]","['WORKING AREA WITH DESK, COMPUTER, BOOKS, YARN AND A BASKET', 'A computer sits on a desk near some shelves. ', 'a room with some drawers a table monitor and a lamp', 'This home office is a bright, airy, and pleasant space.', 'A computer monitor in a home style office ']"
443940,443940.jpg,['animal'],['bird'],[42638.97414999999],"['A brown and blue bird is standing on the dirt.', 'Small blue and tan bird on the ground.', 'A bird stands in the dirt with little vegetation', 'a bird is standing in a patch of dirt', 'A small bird standing in the dirt, surrounded by weeds. ']"
444880,444880.jpg,['indoor'],['clock'],[2694.1624],"['A large church tower with a clocked embedded in it.', 'an image of the top of a church', 'a tall tower with a clock on top', 'A large stone church with a clock on it', 'The view of a tall clock tower against the sky.']"
445351,445351.jpg,['animal'],['dog'],[75672.62800000001],"[""A brown dog with a smile on it's face standing on a dirty ground."", 'A dog happily sitting in the sand tail wagging', 'a dog sitting up looking into a camera', 'A dog sitting in the grass looking up.', 'A dog smiling looking up at the camera.']"
445726,445726.jpg,"['indoor', 'indoor']","['clock', 'clock']","[7092.583949999998, 2791.303]","['a tower with a large clock built into the side of it', 'clocks are on each side of the large building', 'a large building that has a clock at top', 'there is a very large tall tower with a clock on it', 'A large building featuring a large clock face.']"
447130,447130.jpg,"['sports', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'sports', 'sports', 'sports', 'person', 'person', 'person', 'person']","['skateboard', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'skateboard', 'skateboard', 'skateboard', 'person', 'person', 'person', 'person']","[260.2589500000001, 31.82885000000009, 288.2611, 3281.962850000001, 231.28635000000037, 472.89970000000017, 202.55485, 307.0625500000002, 222.21855, 447.7002500000005, 14.192100000000018, 232.84854999999982, 136.50840000000002, 390.98345, 367.23795, 339.44305, 1655]","['A person on a skateboard up in the air.', 'A skateboarder doing a trick in a skate park.', 'A skater rides in a bowl at a skate park.', 'A group of people practicing skateboarding in  a park', 'a man on a skateboard is performing tricks on the ramp']"
447182,447182.jpg,"['person', 'sports']","['person', 'skis']","[4155.0689999999995, 606.9198500000008]","['The skier is moving quickly down the mountain, leaving a trail of white powder.', 'A skier making her way down a snowy mountain.', 'A skier makes her way down a steep slope.  ', 'A person on skis going down  a snow covered hill.', 'A skier going down a steep slope on a sunny day.']"
448401,448401.jpg,['vehicle'],['train'],[19604.861599999997],"['An electric train traveling down the tracks near a canal.', 'A red and black train is traveling down the train tracks near a body of water.', 'A red train that is coming down the tracks.', 'A red train is riding next to a lake in the afternoon.', 'A train travels on the track next to a river.']"
449914,449914.jpg,"['sports', 'person', 'sports', 'person']","['sports ball', 'person', 'baseball glove', 'person']","[190.25374999999994, 38473.65630000002, 2052.74955, 563.0499499999995]","['A man in a baseball uniform about to throw a ball.', 'A Giants pitcher getting ready to throw the baseball.', 'A baseball player making an overhand pitch on a pitchers mound.', 'A man is throwing a baseball while on a baseball field.', 'a baseball pitcher with an orange shirt is throwing a ball']"
450584,450584.jpg,"['furniture', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'furniture', 'indoor']","['chair', 'book', 'book', 'book', 'book', 'vase', 'book', 'book', 'dining table', 'book']","[15069.985699999992, 912.8669000000017, 1029.1505000000004, 837.7556499999988, 1131.4215500000005, 16066.984299999998, 1860.5130500000012, 775.9297000000006, 51346.33680000001, 2086.2995499999993]","['A vase of white flowers and greenery on a table.', 'a close up of a vase with many flowers inside it', 'A bouquet of fresh cut flowers in a beaker on a desk table', 'A vase of flowers on a wooden table.', 'A glass vase filled with lots of white flowers and water.']"
450864,450864.jpg,"['kitchen', 'kitchen', 'kitchen', 'kitchen', 'furniture', 'person', 'person', 'kitchen', 'kitchen', 'kitchen', 'food', 'food', 'food', 'food', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'furniture', 'furniture', 'person', 'kitchen', 'kitchen', 'kitchen', 'furniture', 'furniture', 'kitchen']","['bottle', 'bottle', 'bottle', 'bottle', 'dining table', 'person', 'person', 'wine glass', 'cup', 'knife', 'orange', 'pizza', 'pizza', 'pizza', 'wine glass', 'wine glass', 'cup', 'cup', 'fork', 'knife', 'spoon', 'bowl', 'bowl', 'bowl', 'chair', 'chair', 'person', 'wine glass', 'cup', 'fork', 'chair', 'chair', 'bottle']","[2129.0958500000006, 2014.1932999999992, 4623.809050000001, 854.7278000000008, 120358.92335000001, 40722.234050000014, 13221.451799999993, 3097.9008999999987, 797.3748499999998, 561.5021000000005, 1313.07095, 4897.517599999999, 563.8640000000001, 4300.458500000001, 775.9475499999995, 961.47595, 1741.8505999999995, 624.1630500000005, 219.2574500000005, 203.2688499999998, 182.20859999999968, 3679.5313, 876.2851000000002, 3767.6803000000004, 695.0878000000007, 1695.6661499999996, 18922.869700000003, 1979.0491500000023, 2095.208000000001, 974.2018499999976, 1582.2662500000015, 604.97425, 2122.963999999999]","['Three women are sitting at a table with pizza.', 'group of ladies sitting down to eat dinner', 'Three women seated at a dinner table with pizza.', 'Ladies sitting around a table set with black plates with two pizzas and bottles of soda.', 'A group of people sitting at a dining table.']"
450903,450903.jpg,"['sports', 'person', 'sports']","['sports ball', 'person', 'baseball glove']","[9.2607999999999, 12163.370900000002, 241.94180000000028]","['The base ball pitcher is pitching the ball.', 'Pitcher in position to throw ball during a game.', 'A baseball pitcher on the mound throwing a ball.', 'A man pitching a baseball on top of a field.', 'A pitcher pitching a baseball from the pitchers mound.']"
450914,450914.jpg,"['kitchen', 'kitchen', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food']","['bowl', 'bowl', 'banana', 'banana', 'apple', 'orange', 'orange', 'orange', 'orange', 'orange', 'apple', 'orange']","[22341.084499999997, 105788.46470000007, 17704.816600000002, 11907.474949999996, 5667.395749999999, 14525.709550000001, 3549.7331000000017, 6715.196750000001, 2256.317550000003, 560.2981499999987, 4640.0710500000005, 8900.106500000002]","['A yellow plastic bowl filled with fruit next to a smaller bowl of berries.', 'A large and small bowl filled with fruit.', 'Strawberries, bananas, apples, and oranges are popular snacks.', 'a yellow bowl full of apples, bananas and oranges next a little white bowl with some berries in it ', '2 bowls of fruit sit on a table.']"
451680,451680.jpg,"['person', 'indoor']","['person', 'teddy bear']","[174248.41519999993, 61447.732149999996]","['A girl holding a pink teddy bear in front of her face.', 'A girl holding a flower hides her face with a toy bear.', 'A small child holding a stuffed animal in front of its face.', 'A child holding a pink bear and a flower', 'There is child holding a stuff animal smiling']"
452341,452341.jpg,"['animal', 'animal']","['giraffe', 'giraffe']","[24516.693799999997, 13532.928499999995]","['Two giraffes standing with each other in the trees.', 'Two giraffes standing together in a clearing between trees. ', 'Two giraffes standing together in the grass surrounded by trees', 'Giraffe standing next to each other on a field in a forest.', 'Two giraffes standing next to each other in front of trees.']"
453221,453221.jpg,"['vehicle', 'person']","['motorcycle', 'person']","[8929.812400000004, 3605.0222999999996]","['A view from the sky of someone riding a motorcycle on the street.', 'a rider on a motorcycle gives a thumbs up as he drives on a street', 'A man rides a motorcycle down an empty street.', 'A man on a motorcycle rides along a highway with his hand in the air.', 'A person riding a motorcycle gives a thumbs up.']"
453682,453682.jpg,"['sports', 'sports', 'person', 'person', 'person', 'outdoor', 'outdoor', 'outdoor', 'sports', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'outdoor', 'person']","['sports ball', 'baseball bat', 'person', 'person', 'person', 'bench', 'bench', 'bench', 'baseball glove', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'bench', 'person']","[53.47889999999997, 279.6856500000012, 5066.624250000001, 5900.130950000002, 5766.74545, 1075.6129499999995, 304.32279999999986, 359.05919999999867, 491.98990000000026, 1126.3885499999997, 1146.2725, 1398.18795, 534.1579999999999, 991.6723499999987, 507.98250000000155, 1184.5194500000011, 873.0768499999992, 588.0628999999999, 663.1761000000001, 438.5999999999998, 6121]","['Three men are playing baseball on a baseball field.', 'A baseball catcher is about to catch an approaching baseball.', 'A baseball game in progress, the batter ready to swing at the ball.', 'Baseball hitter at home base receiving a ball.', 'A baseball player standing next to home plate with a bat.']"
454830,454830.jpg,"['person', 'person']","['person', 'person']","[90266.16050000001, 87879.70295]","[""A baby brushing it's  hair in front of a mirror."", 'A little girl in a dress uses a hair brush on her short hair.', 'A small child in a flower design dress combing her hair with a pink brush while looking in the mirror.', 'A young girl is brushing her hair in the mirror.', 'A small girl brushes her hair in front of a mirror.']"
454915,454915.jpg,"['electronic', 'electronic', 'electronic']","['tv', 'mouse', 'keyboard']","[30645.372850000003, 2891.3214, 22329.09635]","['A computer keyboard next to a mouse and monitor on top of a wooden desk.', 'A flat panel computer monitor mounted to a wall.', 'A computer monitor and keyboard sit on a desk.', 'A desktop computer with a silver ergonomic mouse and keyboard.', 'Keyboard and mouse sitting in front of tv attached to the wall']"
455020,455020.jpg,"['electronic', 'electronic', 'electronic']","['tv', 'mouse', 'keyboard']","[83562.14875, 1589.0710999999997, 16987.69520000001]","['there is a large desk top computer on this desk', 'A large computer monitor with keyboard on a desk ', 'A desktop computer monitor sitting next to a keyboard.', 'A computer screen that has a laptop in front of it.', 'The long view of a desk top with a standing lamp at one end shows a yellowish glare from the lamp, and atop the desk, a large computer screen and some neatly arranged peripheral equipment. ']"
455657,455657.jpg,"['furniture', 'kitchen', 'indoor', 'kitchen', 'kitchen', 'kitchen', 'kitchen']","['potted plant', 'cup', 'vase', 'cup', 'cup', 'cup', 'cup']","[20479.432549999994, 2209.5195000000012, 7436.430099999998, 725.3588499999988, 1333.4837999999984, 2257.6466, 1946.7181000000005]","['A miniature pitcher and small cups sitting on a tray next to a pot of flowers.', 'A shot set is arranged on a wooden serving table.', 'Metal miniature cups and pitcher sit on a wooden stand.', 'They set up a miniature tea set for the gathering.', 'A miniature pitcher with cups on a wooden shelf.']"
455691,455691.jpg,"['kitchen', 'kitchen', 'kitchen', 'food', 'food', 'food', 'food', 'food', 'food', 'furniture']","['bowl', 'bowl', 'bowl', 'apple', 'broccoli', 'carrot', 'carrot', 'carrot', 'carrot', 'dining table']","[58863.80505, 61804.601650000004, 50673.26899999999, 29885.203049999996, 10801.571199999998, 290.1816500000007, 319.37755000000016, 78.10285000000007, 105.75174999999969, 300829.7771]","['There are 3 separate dishes comprised of apple slices, sushi and tomatoes, and broccoli and noodles. ', 'A view of a couple pieces of sushi and apple slices.', 'very healthy food made and apple fruit beside', 'The meal is put into separate containers on the table. ', 'Some sushi rolls, apples and vegetables are in lunch containers.']"
455799,455799.jpg,"['food', 'person', 'furniture']","['pizza', 'person', 'dining table']","[6894.407250000001, 84021.84055, 16853.125]","['Behind the counter of a pizzeria, a man puts toppings on a new pie.', 'A man is in a restaurant making pizza beside pizza boxes.', 'Pizza being prepared by a chef at a restaurant. ', 'A man making a piazza next to a stack of pizza boxes.', 'A man in white wearing an apron has his hands on an uncooked pizza.']"
458178,458178.jpg,"['furniture', 'electronic', 'electronic']","['bed', 'keyboard', 'tv']","[76056.10255, 311.0635999999995, 2008.683300000001]","['The view of a neatly made hospital room from inside.', 'A hostpital room with a bed and a wooden floor', 'A hospital room, with hospital bed, desk and laptop.', 'A hospital room that has several machines in it.', 'A hospital room with a bed, monitor and lamp.']"
458616,458616.jpg,"['food', 'furniture', 'person', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen']","['sandwich', 'dining table', 'person', 'cup', 'bowl', 'bowl', 'bowl', 'bowl', 'bowl', 'cup', 'cup', 'bowl']","[3525.2119499999994, 188851.2456, 26632.5852, 3677.786900000001, 6444.632749999999, 4020.5099, 1960.8612999999996, 2071.681650000001, 2221.9715999999994, 6386.951550000001, 576.8126500000005, 5582.097899999998]","['A man sitting at a table with a tray of food holding chop sticks.', 'Two trays of Chinese food with chopsticks and water.', 'Two trays of ethnic food on a table.', 'A Japanese meal with a friend at a restaurant', 'A person sitting at a table with some Oriental dishes.']"
459190,459190.jpg,"['food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food']","['donut', 'donut', 'donut', 'donut', 'donut', 'donut', 'donut', 'donut', 'donut', 'donut', 'donut', 'donut', 'donut', 'donut']","[3516.208150000001, 4605.459549999999, 4103.4195500000005, 3932.3698999999997, 3410.8335000000006, 3305.044600000001, 3565.6359500000003, 3605.0926999999997, 3932.1973999999996, 4020.541950000002, 3896.7838499999975, 3634.3655999999996, 3489.0728500000014, 125934]","['A large tray holding an assortment of decorated doughnuts', 'THERE IS A DISPLAY OF DIFFERNT DOUGHNUTS ON THE TABLE ', 'a number of different doughnuts on a table', 'Two dozen of assorted donuts are on a piece of waxing paper.', 'A large group of doughnuts sitting on the table.']"
460236,460236.jpg,"['animal', 'animal']","['cow', 'cow']","[4776.832499999998, 51247.50139999998]","['Three horned cows inside of a grazing land.', 'Cows standing and grazing in a green grassy field.', 'some kind of animals that are standing out in a field', 'The animals are extremely hairy and are walking in grass.', 'some brown and white animals grass and trees']"
460408,460408.jpg,"['kitchen', 'kitchen', 'kitchen', 'food', 'food', 'food', 'food', 'food', 'food', 'food']","['bottle', 'fork', 'spoon', 'apple', 'broccoli', 'carrot', 'carrot', 'carrot', 'carrot', 'carrot']","[37280.10139999999, 5530.661100000003, 2237.7408500000074, 9485.825100000004, 13673.196, 4016.371599999999, 3671.806000000001, 1630.037900000001, 717.0163999999993, 2011.5440999999985]","['Pink lunch box with compartments for all types of food', 'A pink tray has compartments with different foods in it.', 'A lunch box packed with mac and cheese, vegetables and a treat. ', 'The lunchbox has a container with food and some liquid in a bottle. ', 'Pink lunchbox filled with fruit and vegetables and snacks.']"
461187,461187.jpg,"['accessory', 'person', 'vehicle', 'outdoor', 'electronic']","['tie', 'person', 'car', 'bench', 'cell phone']","[1950.0964500000005, 100934.07109999997, 41006.486200000014, 54132.94509999999, 1304.2788499999983]","['A young man sits on a bench talking on a cell phone.', 'A nicely dressed man on a bench on the phone.', 'A man sitting on a bench talking on a phone with his hand in his pants.', 'A man on a bench on a cell phone.', 'A man in business attire speaks holds a cell phone near his ear.']"
461428,461428.jpg,"['electronic', 'electronic', 'indoor', 'electronic']","['mouse', 'keyboard', 'scissors', 'tv']","[1250.6589499999989, 12800.894099999998, 354.86275, 28355.7963]","['A desktop computer sitting on top of a desk.', 'A desk with a computer, keyboard and files.', 'A neat desk has folders and a computer.', 'a brown desk with a black keyboard and monitor and some folders', 'A computer is on with some file folders next to it.']"
462134,462134.jpg,"['sports', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","['skateboard', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[2674.3216999999995, 24855.036750000003, 179.9216499999999, 550.8802000000001, 285.8813999999999, 513.1888000000009, 610.7232999999997, 553.7332500000014, 465.73170000000107, 313.72959999999966, 283.68234999999993, 307.9889499999994, 22.093400000000035, 78.24055000000007]","['A man riding a skateboard up the side of a ramp.', 'A young man riding a half pipe with a skate board.', 'A man in a white t-shirt rides a skateboard.', 'A young man on a skate board riding on a ramp.', 'A man riding a skate board doing a trick on a half pipe.']"
